ID,answer
TG_A_J_20230304,1945.4554
TG_E_S_20230304,2962.8838
BC_B_J_20230304,2530.0706
TG_E_J_20230304,959.0022
BC_B_S_20230304,174.07137
TG_D_S_20230304,3261.9653
BC_C_J_20230304,2293.1482
BC_A_S_20230304,2345.1895
TG_D_J_20230304,1003.22363
TG_C_S_20230304,3659.481
BC_D_J_20230304,2739.254
TG_C_J_20230304,2941.6294
BC_E_J_20230304,2712.7363
TG_B_S_20230304,3211.8066
BC_E_S_20230304,1736.7554
BC_C_S_20230304,292.64682
CR_A_J_20230304,426.82135
BC_A_J_20230304,2871.6895
CR_B_J_20230304,256.02197
CB_A_S_20230304,243.24648
CB_E_J_20230304,0
CB_A_J_20230304,194.7311
RD_A_J_20230304,178.20908
CR_E_S_20230304,0
RD_A_S_20230304,424.771
CR_E_J_20230304,492.05548
RD_C_S_20230304,35.39812
CR_D_S_20230304,0
RD_D_J_20230304,155.69571
RD_D_S_20230304,355.25134
CR_D_J_20230304,826.28125
RD_E_J_20230304,0
CR_C_J_20230304,275.42712
RD_E_S_20230304,130.14742
TG_B_J_20230304,1476.4952
CB_F_J_20230304,300.90485
CB_D_J_20230304,250.78937
TG_A_S_20230304,3444.1992
RD_F_J_20230304,201.9933
RD_F_J_20230305,0
BC_C_J_20230305,42.294018
TG_D_J_20230305,0
BC_C_S_20230305,29.7801
RD_A_J_20230305,0
TG_C_S_20230305,92.19935
CR_A_J_20230305,0
CB_A_J_20230305,0
TG_A_S_20230305,129.02109
BC_D_J_20230305,147.02782
TG_C_J_20230305,0
BC_E_J_20230305,132.16562
CB_E_J_20230305,0
TG_B_S_20230305,163.97264
CR_E_S_20230305,10.827515
TG_A_J_20230305,0
TG_D_S_20230305,359.4006
BC_B_S_20230305,117.654015
CR_D_J_20230305,0
RD_E_J_20230305,0
CR_C_J_20230305,0
RD_E_S_20230305,26.67457
RD_D_J_20230305,0
CR_D_S_20230305,8.997908
CR_B_J_20230305,0
BC_A_J_20230305,185.26782
RD_C_S_20230305,0
BC_A_S_20230305,242.71199
CB_D_J_20230305,0
CR_E_J_20230305,0
TG_E_S_20230305,261.06393
BC_B_J_20230305,97.61189
TG_E_J_20230305,0
RD_A_S_20230305,0
BC_E_S_20230305,0
RD_D_S_20230305,0
TG_B_J_20230305,0
CB_F_J_20230305,0
CB_A_S_20230305,141.78963
RD_D_J_20230306,170.65257
TG_B_J_20230306,4311.1055
CR_E_J_20230306,815.30994
BC_E_J_20230306,2653.428
BC_A_J_20230306,2687.0068
RD_E_J_20230306,292.2426
BC_B_S_20230306,77.068474
TG_D_S_20230306,2549.2869
RD_F_J_20230306,306.4636
TG_A_S_20230306,3900.051
TG_C_J_20230306,4115.8994
TG_C_S_20230306,3653.3105
BC_B_J_20230306,2999.2642
CB_F_J_20230306,349.85345
CR_E_S_20230306,63.678238
RD_E_S_20230306,0
CR_D_S_20230306,0
CB_A_J_20230306,412.26532
BC_C_J_20230306,2074.1538
CR_B_J_20230306,212.53833
RD_D_S_20230306,201.42683
CR_C_J_20230306,976.0615
BC_D_J_20230306,2726.1902
RD_A_J_20230306,162.74153
TG_A_J_20230306,1995.5513
BC_C_S_20230306,512.52734
TG_B_S_20230306,3593.1184
RD_C_S_20230306,42.433563
RD_A_S_20230306,144.68588
CR_D_J_20230306,779.18384
TG_D_J_20230306,3420.9426
BC_E_S_20230306,1492.9084
CB_A_S_20230306,149.45886
CB_E_J_20230306,64.164375
CR_A_J_20230306,601.85394
TG_E_J_20230306,2201.8535
TG_E_S_20230306,3623.8015
BC_A_S_20230306,2601.005
CB_D_J_20230306,345.76144
BC_A_S_20230307,2351.5537
CB_A_J_20230307,137.76762
RD_C_S_20230307,0
RD_E_S_20230307,16.267773
CR_E_J_20230307,490.54193
TG_A_J_20230307,3631.3325
CR_A_J_20230307,20.223478
BC_C_S_20230307,354.4559
TG_C_S_20230307,3228.2795
TG_D_J_20230307,2489.7144
TG_E_S_20230307,2786.5762
BC_A_J_20230307,2176.6755
RD_A_J_20230307,16.333223
BC_C_J_20230307,1708.6012
CB_F_J_20230307,202.79176
RD_F_J_20230307,99.17327
CR_D_S_20230307,0
BC_B_S_20230307,275.95367
BC_E_S_20230307,1758.3494
RD_D_S_20230307,88.63833
RD_A_S_20230307,34.924824
TG_B_S_20230307,3211.4229
CR_D_J_20230307,444.08112
CB_E_J_20230307,39.62239
CB_D_J_20230307,70.0505
TG_E_J_20230307,1374.2415
BC_D_J_20230307,2237.0344
TG_D_S_20230307,2508.2139
BC_E_J_20230307,2187.9978
CR_C_J_20230307,188.33301
TG_A_S_20230307,3712.2468
RD_E_J_20230307,30.156797
CR_B_J_20230307,0
TG_C_J_20230307,3567.5479
BC_B_J_20230307,2369.6746
CR_E_S_20230307,0
CB_A_S_20230307,181.98853
TG_B_J_20230307,3887.1433
RD_D_J_20230307,45.873848
CR_E_S_20230308,0
BC_B_S_20230308,195.51506
RD_A_S_20230308,44.90235
TG_D_J_20230308,1876.4924
TG_E_S_20230308,3025.299
RD_F_J_20230308,118.987625
CR_E_J_20230308,523.1688
TG_E_J_20230308,1863.9376
BC_B_J_20230308,2098.0771
BC_C_J_20230308,1877.0465
TG_B_J_20230308,3734.8442
TG_D_S_20230308,2917.758
TG_C_S_20230308,3260.3853
CB_D_J_20230308,86.382034
CB_A_S_20230308,191.28075
TG_C_J_20230308,3884.4253
CR_C_J_20230308,340.0214
RD_D_J_20230308,33.60899
CB_F_J_20230308,232.18391
CB_A_J_20230308,133.1007
CR_B_J_20230308,0
BC_D_J_20230308,2249.6067
RD_E_S_20230308,49.290314
CB_E_J_20230308,47.63453
TG_A_J_20230308,3808.8103
RD_E_J_20230308,38.874077
BC_E_J_20230308,2196.083
CR_D_S_20230308,0
TG_B_S_20230308,3403.7886
TG_A_S_20230308,3731.9875
BC_A_S_20230308,2581.1028
CR_A_J_20230308,156.97636
RD_A_J_20230308,4.390387
BC_A_J_20230308,2314.5037
CR_D_J_20230308,523.4276
RD_D_S_20230308,89.38843
BC_E_S_20230308,1493.0675
BC_C_S_20230308,453.9441
RD_C_S_20230308,0
TG_E_J_20230309,1671.4553
RD_D_S_20230309,116.842926
RD_A_S_20230309,64.45294
CR_C_J_20230309,314.59103
CR_D_J_20230309,562.4158
CB_F_J_20230309,237.02599
RD_E_J_20230309,72.13194
RD_D_J_20230309,96.29227
CR_B_J_20230309,0
RD_E_S_20230309,0
RD_F_J_20230309,145.7634
CR_E_J_20230309,540.27374
CR_D_S_20230309,92.595436
CR_A_J_20230309,329.85156
BC_A_S_20230309,2480.7625
BC_A_J_20230309,2342.178
TG_E_S_20230309,2829.239
RD_C_S_20230309,0
BC_B_J_20230309,2143.5222
CB_D_J_20230309,118.278755
BC_E_S_20230309,1513.3501
BC_B_S_20230309,320.57864
RD_A_J_20230309,107.12922
TG_B_J_20230309,3695.2593
BC_C_S_20230309,393.0753
CR_E_S_20230309,50.499687
TG_C_S_20230309,3211.3232
BC_C_J_20230309,1941.062
TG_A_J_20230309,3892.9941
CB_A_S_20230309,227.88014
BC_D_J_20230309,2293.8298
CB_A_J_20230309,68.19681
TG_C_J_20230309,4155.6147
TG_D_S_20230309,3012.872
TG_D_J_20230309,2084.8784
TG_A_S_20230309,3602.3372
BC_E_J_20230309,2226.7058
TG_B_S_20230309,3334.7083
CB_E_J_20230309,28.829409
RD_E_J_20230310,101.84937
CB_F_J_20230310,232.81485
RD_A_J_20230310,121.93788
RD_D_S_20230310,109.227196
BC_A_J_20230310,2446.7107
BC_C_S_20230310,405.26642
TG_B_J_20230310,3770.8672
CR_A_J_20230310,287.07983
TG_B_S_20230310,3018.2773
TG_C_S_20230310,3172.3682
CR_D_S_20230310,405.58316
RD_D_J_20230310,121.76813
RD_E_S_20230310,15.583914
CR_C_J_20230310,292.89716
CB_A_S_20230310,55.560196
CB_E_J_20230310,39.21106
BC_E_J_20230310,2289.1223
TG_E_S_20230310,2819.5608
CR_B_J_20230310,0
CB_A_J_20230310,76.17595
CB_D_J_20230310,128.61203
TG_C_J_20230310,4222.7437
CR_D_J_20230310,599.06696
BC_D_J_20230310,2340.7256
RD_C_S_20230310,0
BC_A_S_20230310,2579.9402
TG_D_S_20230310,3092.7698
BC_C_J_20230310,2064.2302
TG_D_J_20230310,1677.1116
RD_F_J_20230310,164.56729
CR_E_S_20230310,251.95413
TG_A_J_20230310,3222.5437
TG_E_J_20230310,1577.1804
BC_B_J_20230310,2140.549
TG_A_S_20230310,3639.3743
BC_E_S_20230310,1910.1531
RD_A_S_20230310,72.380844
BC_B_S_20230310,466.38422
CR_E_J_20230310,558.05536
BC_B_S_20230311,453.48062
CR_E_J_20230311,429.5628
RD_E_S_20230311,135.43918
TG_B_J_20230311,2204.4927
CR_B_J_20230311,425.67188
CB_D_J_20230311,204.5886
CB_A_S_20230311,0
CB_A_J_20230311,118.17305
TG_E_S_20230311,2468.2444
TG_E_J_20230311,902.97766
RD_D_J_20230311,133.01074
RD_E_J_20230311,0
TG_D_S_20230311,3158.703
CB_E_J_20230311,0
BC_E_J_20230311,2304.3494
CR_C_J_20230311,517.5583
CR_D_J_20230311,723.35144
BC_B_J_20230311,2172.24
TG_B_S_20230311,2915.3572
RD_D_S_20230311,290.3278
BC_E_S_20230311,1955.0093
TG_C_J_20230311,3201.9634
CR_D_S_20230311,358.17767
BC_D_J_20230311,2328.4375
RD_A_S_20230311,262.46863
BC_C_S_20230311,392.96198
CR_E_S_20230311,304.44202
CB_F_J_20230311,267.0526
RD_F_J_20230311,168.46503
TG_D_J_20230311,561.08014
RD_A_J_20230311,102.934364
BC_A_S_20230311,2533.1543
TG_C_S_20230311,3025.2126
CR_A_J_20230311,410.25113
BC_A_J_20230311,2407.9717
BC_C_J_20230311,2078.4795
TG_A_S_20230311,3544.4507
RD_C_S_20230311,7.103278
TG_A_J_20230311,2218.4385
TG_B_S_20230312,0
TG_E_S_20230312,0
CB_E_J_20230312,0
CR_E_S_20230312,244.745
RD_D_J_20230312,0
TG_D_S_20230312,102.50764
TG_D_J_20230312,0
BC_E_J_20230312,0
RD_A_S_20230312,0
BC_E_S_20230312,0
CR_C_J_20230312,0
CR_D_J_20230312,0
RD_D_S_20230312,0
TG_A_J_20230312,0
BC_B_J_20230312,0
BC_C_J_20230312,0
RD_A_J_20230312,0
CR_D_S_20230312,228.694
BC_A_J_20230312,0
CB_A_S_20230312,0
CB_D_J_20230312,0
BC_D_J_20230312,0
CR_E_J_20230312,0
RD_E_J_20230312,0
RD_C_S_20230312,0
TG_C_S_20230312,0
